Nome,SKU,descrizione,pressione,SDR,categoria,IMMAGINI,SCHEDA DATI,INFO TECNICHE
RACOR ANTIHIELO CURVO PARA CAJITAS ANTIINCENDIO,084,Racor de transición curvo con revestimiento anticongelante en espuma rígida de poliuretano. Aplicación en instalaciones antincendio para enlazamiento a la caja hidrante. Salida roscada hembra.,PN 16 bar,SDR 11,icoae,https://www.macplastsrl.it/2271-thickbox_default/racor-antihielo-curvo-para-cajitas-antiincendio.jpg|https://www.macplastsrl.it/2272-thickbox_default/racor-antihielo-curvo-para-cajitas-antiincendio.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Codo en polietileno alta densidad PE100.      </li><li>Tronco en acero al carbono según UNI EN10255.     </li><li>Revestimiento externo en poliuretano rígido de células cerradas Shore D55)  </li><li>O-ring transición en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión metal/PE conforme con la UNI 9736, de paso total y aislada de infiltraciones externas. </li><li>Ensayado con pruebas a presión según ISO 1167 y ulterior especificación de ensayo MACPLAST.  </li><li>Dimensional polietileno según UNI EN 1555-3, espesor estándar SDR11. </li><li>Dimensional metal según ISO 3183.  </li><li>Conforme con la norma UNI 10779 Instalaciones de extinción de incendios – Redeshidrantes.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIISO 228-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI 10779</li>
</ul></div>"
RACOR ANTIHIELO CURVO CON RESISTENCIA PARA CAJITAS ANTIINCENDIO,116,Racor de transición curvo con revestimiento anticongelante en espuma rígida de poliuretano y resistencia eléctrica. Aplicación en instalaciones antincendio para enlazamiento a la caja hidrante. Salida roscada hembra.,PN 16 bar,SDR 11,icoae,https://www.macplastsrl.it/2319-thickbox_default/racor-antihielo-curvo-con-resistencia-para-cajitas-antiincendio.jpg|https://www.macplastsrl.it/2320-thickbox_default/racor-antihielo-curvo-con-resistencia-para-cajitas-antiincendio.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Codo en polietileno alta densidad PE100.      </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li><li>Revestimiento externo en poliuretano rígido de células cerradas Shore D55)  </li><li>O-ring transición en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Unión metal/PE conforme con la UNI 9736, de paso total y aislada de infiltraciones externas. </li><li>Ensayado con pruebas a presión según ISO 1167 y ulterior especificación de ensayo MACPLAST.  </li><li>Dimensional polietileno según UNI EN 1555-3, espesor estándar SDR11. </li><li>Dimensional metal según ISO 3183.  </li><li>Conforme con la norma UNI 10779 Instalaciones de extinción de incendios – Redeshidrantes.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIISO 228-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI 10779</li>
</ul></div>"
SONDA GEOTÉRMICA CON DOS VÍAS,322,"Sonda geotérmica de dos vías completa concabeza y tubería, específicamente estudiada para instalación en instalaciones geotérmicas con bomba de calor.",PN 16 bar,SDR 11,icoer,https://www.macplastsrl.it/2524-thickbox_default/sonda-geotrmica-con-dos-vas.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Polietileno de alta densidad PE100.      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Cabeza monolítica con trabajo interno par recirculación del agua y flujo de eventuales depósitos de fango. </li><li>Geometría abocinada y compacta que reduce el diámetro de perforación del terreno y facilita la inserción.  </li><li>El tronco de tubería con soldadura de bolsillo garantiza el paso total. </li><li>Realizadas en polietileno de alta densidad que garantiza el nivel de robustez incluso en los terrenos más tenaces.</li><li>Provista de tubería en PEAD y disponible en varias longitudes. </li><li>Realización conforme con norma UNI 11467. </li><li>Pérdida de carga de la cabeza de sonda inferior a 10 mbar y velocidad de flujo de 1m/s según la VDI 4640.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Provistas de certificado de ensayo.     </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI 11467</li>
</ul></div>"
SONDA GEOTÉRMICA  CON CUATRO VÍAS,325,"Sonda geotérmica de dos vías completa concabeza y tubería, específicamente estudiada para instalación en instalaciones geotérmicas con bomba de calor.",PN 10 bar,SDR 11,icoer,https://www.macplastsrl.it/2530-thickbox_default/sonda-geotrmica-con-cuatro-vas.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Polietileno de alta densidad PE100.      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Cabeza monolítica con trabajo interno par recirculación del agua y flujo de eventuales depósitos de fango. </li><li>Geometría abocinada y compacta que reduce el diámetro de perforación del terreno y facilita la inserción.  </li><li>El tronco de tubería con soldadura de bolsillo garantiza el paso total. </li><li>Realizadas en polietileno de alta densidad que garantiza el nivel de robustez incluso en los terrenos más tenaces.</li><li>Provista de tubería en PEAD y disponible en varias longitudes. </li><li>Realización conforme con norma UNI 11467. </li><li>Pérdida de carga de la cabeza de sonda inferior a 10 mbar y velocidad de flujo de 1m/s según la VDI 4640.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Provistas de certificado de ensayo.     </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI 11467</li>
</ul></div>"
CABEZA DE SONDA GEOTÉRMICA CON DOS VÍAS,311,Cabeza para sonda geotérmica de dos vías.,PN 10 bar,SDR 11,icoer,https://www.macplastsrl.it/2518-thickbox_default/cabeza-de-sonda-geotrmica-con-dos-vas.jpg|https://www.macplastsrl.it/2519-thickbox_default/cabeza-de-sonda-geotrmica-con-dos-vas.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Polietileno de alta densidad PE100.      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Cabeza monolítica con trabajo interno para la recirculación del agua y el flujode eventuales depósitos de fango. </li><li>Geometría abocinada y compacta que reduce el diámetro de perforación del terreno y facilita la inserción.  </li><li>El tronco de tubería con soldadura de bolsillo garantiza el paso total. </li><li>Realizadas en polietileno de alta densidad que garantiza el nivel de robustez incluso en los terrenos más tenaces.</li><li>Realización conforme con norma UNI 11467. </li><li>Pérdida de carga de la cabeza de sonda inferior a 10 mbar y velocidad de flujo de 1m/s según la VDI 4640.</li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Proyectadas para ser ensambladas y obtener una cabeza a 4 vías. </li><li>Troncos con longitudes alternadas y provistos de distanciador para facilitar lainstalación con manguito.</li><li>Provistas de certificado de ensayo.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI 11467</li>
</ul></div>"
COLECTOR DE DISTRIBUCIÓN CON VÁLVULAS,315,Colector de distribución geotérmico completo con válvulas.,PN 10 bar,SDR 11,icoer,https://www.macplastsrl.it/2520-thickbox_default/colector-de-distribucin-con-vlvulas.jpg|https://www.macplastsrl.it/2521-thickbox_default/colector-de-distribucin-con-vlvulas.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Polietileno de alta densidad PE100.      </li><li>Racores de entrada y para toma de control en latón CW612N.     </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Entrada lateral y toma de control en latón con unión de transición conforme conla norma UNI 9736, de paso total. </li><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.   </li><li>Racores metal con roscado según UNI EN 10226-1 (exISO7/1). </li><li>Racores provistos de o-ring de seguridad interno. </li><li>Cuerpo monolitico realizado por medio de moldeo por inyección. </li><li>Soldaduras racores de bolsillo, efectuadas en el taller por personal especializado.</li><li>Completo con válvulas de bola en PVC.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
Entrada lateral en latón,316,Entrada lateral para colector de distribución geotérmica.,PN 16 bar,SDR 11,icoer,https://www.macplastsrl.it/2185-thickbox_default/entrada-lateral-en-latn.jpg|https://www.macplastsrl.it/2186-thickbox_default/entrada-lateral-en-latn.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Véanse el artículo 007/008.      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Véanse el artículo 007/008.   </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Véanse el artículo 007/008.     </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Véanse el artículo 007/008.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
Toma de control,317,Toma de control para colector de distribución geotérmica (art.315).,PN 16 bar,SDR 11,icoer,https://www.macplastsrl.it/2187-thickbox_default/toma-de-control.jpg|https://www.macplastsrl.it/2188-thickbox_default/toma-de-control.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Véanse el artículo 008.      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Véanse el artículo 008.   </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Véanse el artículo 008.     </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Véanse el artículo 008.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
RACOR EN Y,318,Racor a forma de Y.,PN 16 bar,SDR 11,icoer,https://www.macplastsrl.it/2522-thickbox_default/racor-en-y.jpg|https://www.macplastsrl.it/2523-thickbox_default/racor-en-y.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Polietileno de alta densidad PE100.      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
PLETINA PARA SONDA GEOTÉRMICA,323,Lastre ara sonda geotérmica.,,,icoer,https://www.macplastsrl.it/2525-thickbox_default/pletina-para-sonda-geotrmica.jpg|https://www.macplastsrl.it/2526-thickbox_default/pletina-para-sonda-geotrmica.jpg|https://www.macplastsrl.it/2527-thickbox_default/pletina-para-sonda-geotrmica.jpg|https://www.macplastsrl.it/2528-thickbox_default/pletina-para-sonda-geotrmica.jpg|https://www.macplastsrl.it/2529-thickbox_default/pletina-para-sonda-geotrmica.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Acero FE 360      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Puede utilizarse con cabeza de sonda única o doble.  </li><li>Provista de acoplamiento para varilla de empuje.   </li><li>Provista de tornillería para enganche ala sonda. </li><li>Punta achaflanada para facilitar la bajada al pozo. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
MEDIDOR/REGULADOR DE CAPACIDAD,326,Medidor y regulador de caudal.,PN 10 bar,,icoer,https://www.macplastsrl.it/2531-thickbox_default/medidor-regulador-de-capacidad.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Latón CuZn37      </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Grifo de bola integrado para ajuste y cierre.  </li><li>Indicación directa del caudal en l/min.    </li><li>Montaje horizontal, vertical o inclinados. </li><li>Calibrado por medio de de simple destornillador. </li><li>Roscados ISO 228-1.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN ISO 228-1</li>
</ul></div>"
VÁLVULA ANTIRREFLUJO CON CLAPETA PLANA,115,Válvula antirrefluje de clapet de fin de línea en instalaciones de deeagüe. Realizada en polietileno de alta densidad con cuerpos metálicos en inox. Modelo plano para aplicación vertical de pared.,"PN 0,5 bar",,icof,https://www.macplastsrl.it/2314-thickbox_default/vlvula-antirreflujo-con-clapeta-plana.jpg|https://www.macplastsrl.it/2315-thickbox_default/vlvula-antirreflujo-con-clapeta-plana.jpg|https://www.macplastsrl.it/2316-thickbox_default/vlvula-antirreflujo-con-clapeta-plana.jpg|https://www.macplastsrl.it/2549-thickbox_default/vlvula-antirreflujo-con-clapeta-plana.jpg|https://www.macplastsrl.it/2550-thickbox_default/vlvula-antirreflujo-con-clapeta-plana.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100 negro, extruido en chapas.     </li><li>Componentes en metal en acero inox AISI316,     </li><li>Guarnición en VMQ 70 Shore A (silicón rojo) según DIN 7863C.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Diámetros &gt;DN500 con estructura reforzada.  </li><li>Provista de agujeros para instalación por medio de tacos de expansión.   </li><li>Clase 4 según la DIN 19569-4 (pérdida 0.02÷0.05 l/s/m). </li><li>Portillo provisto de bulón par aperturamanual. </li><li>Controles dimensionales y pruebas a presión. </li><li>Provista de certificado de conformidad según ISO/IEC 17050-1 y de instruccionesde instalación.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>DIN 19569-4</li>
</ul></div>"
VÁLVULA ANTIRREFLUJO CON CLAPETA INCLINADA,114,Válvula antirrefluje de clapet de fin de línea en instalaciones de deeagüe. Realizada en polietileno de alta densidad con cuerpos metálicos en inox. Modelo inclinado con extremo prolongado para conexión en tubo.,"PN 0,5 bar",,icof,https://www.macplastsrl.it/2309-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada.jpg|https://www.macplastsrl.it/2310-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada.jpg|https://www.macplastsrl.it/2311-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada.jpg|https://www.macplastsrl.it/2555-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada.jpg|https://www.macplastsrl.it/2556-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100 negro, extruido en chapas,     </li><li>Componentes en metal en acero inox AISI316,     </li><li>Guarnición en VMQ 70 Shore A (silicón rojo) según DIN 7863C.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Diámetros &gt;DN500 con estructura reforzada.  </li><li>Provista de tronco de tubo (SDR33) parainstalación en conducto.   </li><li>Clase 4 según la DIN 19569-4 (pérdida 0.02÷0.05 l/s/m). </li><li>Portillo provisto de bulón par aperturamanual. </li><li>Controles dimensionales y pruebas a presión. </li><li>Provista de certificado de conformidad según ISO/IEC 17050-1. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>DIN 19569-4</li>
</ul></div>"
VÁLVULA ANTIRREFLUJO CON CLAPETA INCLINADA EMBRIDADA,123,Válvula antirrefluje de clapet de fin de línea en instalaciones de deeagüe. Realizada en polietileno de alta densidad con cuerpos metálicos en inox. Modelo inclinado con extremo embridado.,"PN 0,5 bar",,icof,https://www.macplastsrl.it/2337-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada-embridada.jpg|https://www.macplastsrl.it/2338-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada-embridada.jpg|https://www.macplastsrl.it/2339-thickbox_default/vlvula-antirreflujo-con-clapeta-inclinada-embridada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Cuerpo en polietileno alta densidad PE100 negro, extruido en chapas.     </li><li>Componentes en metal en acero inox AISI316,     </li><li>Guarnición en VMQ 70 Shore A (silicón rojo) según DIN 7863C.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Diámetros &gt;DN500 con estructura reforzada. Clase 4 según la DIN 19569-4 (pérdida 0.02÷0.05 l/s/m). Portillo provisto de bulón para apertura manual. Controles d</li><li>Provista de tronco de tubo (SDR33) parainstalación en conducto.   </li><li>Conexión brida según EN 1092 PN10.  </li><li>Portillo provisto de bulón par aperturamanual. </li><li>Controles dimensionales y pruebas a presión. </li><li>Provista de certificado de conformidad según ISO/IEC 17050-1 y de instruccionesde instalación.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>DIN 19569-4</li>
</ul></div>"
